"Sub-Sector","Super Region","Sub-Sector Level 2","Sector","Sub-Sector Level 3","Time Level","Unit","Source","Super Region","Value","Date Value","Period Value"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","OPEC TOTAL CRUDE OIL PRODUCTION CAPACITY","MONTHLY","MILLION BARRELS PER DAY","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","28.230","1990-03-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","OPEC TOTAL CRUDE OIL PRODUCTION CAPACITY","MONTHLY","MILLION BARRELS PER DAY","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","28.020","1990-02-28","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","OPEC TOTAL CRUDE OIL PRODUCTION CAPACITY","MONTHLY","MILLION BARRELS PER DAY","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","27.320","1990-01-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","47.600","2022-12-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","47.660","2022-11-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","47.730","2022-10-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","47.820","2022-09-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","47.900","2022-08-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","47.980","2022-07-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","48.790","2022-06-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","47.920","2022-05-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","48.020","2022-04-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","47.650","2022-03-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","46.770","2022-02-28","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","46.850","2022-01-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","58.650","2021-12-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","58.750","2021-11-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","58.860","2021-10-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","58.000","2021-09-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","58.110","2021-08-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","58.220","2021-07-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","57.370","2021-06-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","57.470","2021-05-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","57.570","2021-04-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","56.660","2021-03-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","56.770","2021-02-28","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","56.890","2021-01-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","52.340","2020-12-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","52.430","2020-11-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","52.520","2020-10-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","52.600","2020-09-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","52.680","2020-08-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","52.770","2020-07-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","52.870","2020-06-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","52.960","2020-05-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","53.060","2020-04-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","52.180","2020-03-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","52.290","2020-02-29","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","52.390","2020-01-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","65.780","2019-12-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","65.920","2019-11-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","65.060","2019-10-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","64.180","2019-09-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","63.320","2019-08-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","63.440","2019-07-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","63.570","2019-06-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","63.690","2019-05-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","64.800","2019-04-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","65.900","2019-03-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","67.010","2019-02-28","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","68.130","2019-01-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","68.250","2018-12-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","69.370","2018-11-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","70.500","2018-10-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","66.850","2018-09-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","64.810","2018-08-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","67.890","2018-07-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","67.940","2018-06-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","66.680","2018-05-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","61.930","2018-04-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","57.510","2018-03-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","58.680","2018-02-28","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","60.240","2018-01-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","58.580","2017-12-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","57.530","2017-11-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","52.700","2017-10-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","51.770","2017-09-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","49.090","2017-08-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","46.330","2017-07-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","45.610","2017-06-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","48.930","2017-05-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","49.170","2017-04-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","48.270","2017-03-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","51.140","2017-02-28","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","49.850","2017-01-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","48.650","2016-12-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","43.650","2016-11-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","46.820","2016-10-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","42.860","2016-09-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","43.310","2016-08-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","43.680","2016-07-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","46.470","2016-06-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","43.160","2016-05-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","38.000","2016-04-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","34.240","2016-03-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","28.370","2016-02-29","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","29.190","2016-01-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","35.250","2015-12-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","41.470","2015-11-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","44.690","2015-10-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","43.780","2015-09-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","45.920","2015-08-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","55.680","2015-07-31","m"
